ID,NUS3Bank Name
0x0352,bgm_aa18_mkt8d_dragonroad
0x0353,bgm_aa19_mkt8d_tsurutsurutwister
0x0354,bgm_aa20_skt_dragonboss
0x0355,bgm_aa21_skt_kinopiotaicho_theme
0x0356,bgm_ad37_ac_blacknight_lasstboss2
0x0357,bgm_ad38_ju_vampirekiller
0x0359,bgm_r87_wsc_tnstraining
0x035a,bgm_r88_wcs_bsbtraining
0x035b,bgm_r89_std_kibouwomuneni
0x035c,bgm_r90_btc_title_maintheme
0x035d,bgm_r91_btc_baitotheme
0x035e,bgm_r92_khm_battlekaishi
0x0360,bgm_r94_hpl_mapfirst
0x0361,bgm_r95_stm_sodename_fe
0x0362,bgm_r96_stm_lords_kaikou
0x0363,bgm_r97_stm_lords_kessen
0x0364,bgm_r98_ccr_revolt_kibouhenokekki
0x0365,bgm_r99_ccr_koutekishubattle
0x0367,bgm_rr02_mtp_eventsentou
0x036a,bgm_rr05_mtp_chomaousen_hontai
0x036b,bgm_rr06_ttp_garage
0x036c,bgm_rr07_eoa_fieldmain
0x036d,bgm_rr08_eoa_battle2later
0x036e,bgm_s26_rm9_flashinthedark_wilystage1
0x036f,bgm_s27_rmx5_xvszero
0x0370,bgm_s28_rrz_themeofzero_fromx
0x0371,bgm_s29_rrm_shootingstar
0x0372,bgm_sf09a_sf2_blanka
0x0373,bgm_sf09b_sf2_blanka_pinch
0x0374,bgm_sf10a_sf2_blanka_2
0x0375,bgm_sf10b_sf2_blanka_2_pinch
0x0376,bgm_sf11a_sf2_guile
0x0377,bgm_sf11b_sf2_guile_pinch
0x0378,bgm_sf12a_sf2_guile_2
0x0379,bgm_sf12b_sf2_guile_2_pinch
0x037a,bgm_sf13a_sf2_chunli
0x037b,bgm_sf13b_sf2_chunli_pinch
0x037c,bgm_sf14a_sf2_chunli_2
0x037d,bgm_sf14b_sf2_chunli_2_pinch
0x037e,bgm_sf15a_sf2_ehonda
0x037f,bgm_sf15b_sf2_ehonda_pinch
0x0380,bgm_sf16a_sf2_ehonda_2
0x0381,bgm_sf16b_sf2_ehonda_2_pinch
0x0382,bgm_sf17a_sf2_zangief
0x0383,bgm_sf17b_sf2_zangief_pinch
0x0384,bgm_sf18a_sf2_zangief_2
0x0385,bgm_sf18b_sf2_zangief_2_pinch
0x0386,bgm_sf19a_sf2_dhalsim
0x0387,bgm_sf19b_sf2_dhalsim_pinch
0x0388,bgm_sf20a_sf2_dhalsim_2
0x0389,bgm_sf20b_sf2_dhalsim_2_pinch
0x038a,bgm_sf21a_sf2_mbison
0x038b,bgm_sf21b_sf2_mbison_pinch
0x038c,bgm_sf22a_sf2_mbison_2
0x038d,bgm_sf22b_sf2_mbison_2_pinch
0x038e,bgm_sf23a_sf2_balrog
0x038f,bgm_sf23b_sf2_balrog_pinch
0x0390,bgm_sf24a_sf2_balrog_2
0x0391,bgm_sf24b_sf2_balrog_2_pinch
0x0392,bgm_sf25a_sf2_sagat
0x0393,bgm_sf25b_sf2_sagat_pinch
0x0394,bgm_sf26a_sf2_sagat_2
0x0395,bgm_sf26b_sf2_sagat_2_pinch
0x0396,bgm_sf27a_sf2_vega
0x0397,bgm_sf27b_sf2_vega_pinch
0x0398,bgm_sf28a_sf2_vega_2
0x0399,bgm_sf28b_sf2_vega_2_pinch
0x039a,bgm_sf29a_sf2_deejay
0x039b,bgm_sf29b_sf2_deejay_pinch
0x039c,bgm_sf30a_sf2_deejay_2
0x039d,bgm_sf30b_sf2_deejay_2_pinch
0x039e,bgm_sf31a_sf2_thawk
0x039f,bgm_sf31b_sf2_thawk_pinch
0x03a0,bgm_sf32a_sf2_thawk_2
0x03a1,bgm_sf32b_sf2_thawk_2_pinch
0x03a2,bgm_sf33a_sf2_feilong
0x03a3,bgm_sf33b_sf2_feilong_pinch
0x03a4,bgm_sf34a_sf2_feilong_2
0x03a5,bgm_sf34b_sf2_feilong_2_pinch
0x03a6,bgm_sf35a_sf2_cammy
0x03a7,bgm_sf35b_sf2_cammy_pinch
0x03a8,bgm_sf36a_sf2_cammy_2
0x03a9,bgm_sf36b_sf2_cammy_2_pinch
0x03ab,bgm_crs2_01_menu
0x03ac,bgm_crs2_02_senjyou
0x03ad,bgm_crs2_03_shuuten
0x03ae,bgm_crs2_04_kumite
0x03af,bgm_crs2_05_masterhand
0x03b0,bgm_crs2_06_vs_matchup
0x03b1,bgm_crs2_07_vs_table
0x03b2,bgm_crs2_08_vs_victory
0x03b5,bgm_crs2_11_trainingstage
0x03b6,bgm_crs2_12_adv_map_light
0x03b7,bgm_crs2_13_adv_map_light_subcommon
0x03b8,bgm_crs2_14_adv_map_dark
0x03b9,bgm_crs2_15_adv_map_final
0x03ba,bgm_crs2_16_bonusstage
0x03bb,bgm_crs2_17_vs_kiila1
0x03bd,bgm_crs2_19_vs_darz1
0x03bf,bgm_crs2_21_vs_kiila_darz
0x03c0,bgm_crs2_22_spiritsboard_roulette
0x03c1,bgm_crs2_23_edit_common
0x03c2,bgm_crs2_24_spirits_raise
0x03c5,bgm_crs2_27_spirits_organize
0x03c6,bgm_crs2_28_classic_dificulty
0x03c7,bgm_crs2_29_classic_matchup
0x03c8,bgm_crs2_30_classic_result_win
0x03c9,bgm_crs2_31_classic_result_failure
0x03ca,bgm_crs2_32_classic_chronicle
0x03cb,bgm_crs2_33_classic_result_final
0x03cc,bgm_crs2_34_amiibo_fpfighter
0x03ce,bgm_crs2_36_simulationstage
0x03d0,bgm_crs2_38_online_watching
0x03d2,bgm_crs2_40_collection
0x03d3,bgm_crs2_41_shop
0x03d4,bgm_mh01_mhxx_houkou
0x03d5,bgm_i25_fzr_bigblue
0x03d6,bgm_j36_mnn_konohatanomotoni
0x03d7,bgm_j37_mnn_singeki
0x03d8,bgm_j38_fnk_anosoranomukouni_roynotabidachi
0x03d9,bgm_j39_ksi_i_i
0x03da,bgm_j40_hr_menutitle
0x03db,bgm_s30_rm3_snakemanstage
0x03dc,bgm_aa22_musa_chijyou
0x03dd,bgm_l17_pik_maintheme
0x03de,bgm_s31_rm2_flashmanstage
0x03df,bgm_a10_malrpg2_zarazarasabaku
0x03e1,bgm_a73_smb_chijyou_hurryup
0x03e2,bgm_a74_musa_chijyou_hurryup
0x03e3,bgm_b02_spr_mappage_bonuslevel
0x03e7,bgm_c48_tno_sarianouta
0x03e8,bgm_d07_prm_opnening_menu
0x03e9,bgm_e03_ild_yoshiisland
0x03ec,bgm_h07_dp_sentou_yaseipokemon
0x03ed,bgm_k05_mtr_humoresqueofalittledog
0x03ee,bgm_k10_mtr3_utopiadesho
0x03f2,bgm_m03_mmw_kochiramonapizza
0x03f3,bgm_m04_mmw_monapizzassong
0x03f4,bgm_m05_smw_mikegasukisuki
0x03f5,bgm_m06_smw_mikessong
0x03f6,bgm_mg02_mgs_encounter
0x03f7,bgm_mg03_mg_themeoftara
0x03f8,bgm_mg04_mgs2_yelldeadcell
0x03f9,bgm_mg05_mgs3_snakeeater_instrumental
0x03fa,bgm_mg07_mgs_cavern
0x03fb,bgm_mg08_mgs3_battleinthebase
0x03fd,bgm_mg11_callingtothenight
0x03fe,bgm_q06_bft_balloontrip
0x03ff,bgm_q13_wcr_powerup
0x0400,bgm_q14_nmj_douchu
0x0401,bgm_r10_ngc_nigaoechannel
0x0402,bgm_r13_onv_shaberuoryourinavi
0x0403,bgm_r17_hwi_ushidash
0x0404,bgm_r72_spc_wiishopingchannel
0x0406,bgm_t13_mr_wakuseizebes
0x0407,bgm_t14_sfx64_sectorz
0x0409,bgm_t17_sb_howtoplay
0x040a,bgm_t18_sb_menu
0x040b,bgm_t19_sb_trainingmode
0x040d,bgm_t21_sb_characterselect
0x040e,bgm_t22_sb_metacristal
0x040f,bgm_t23_sb_bonusgame
0x0410,bgm_t24_sb_duelzone
0x0411,bgm_t25_sb_shuuten
0x0413,bgm_t27_sb_ending_staffroll
0x0414,bgm_u02_snc_scrapbrainzone
0x0415,bgm_u03_snc2_emeraldhillzone
0x0416,bgm_u06_snccd_sonicboom
0x0417,bgm_u07_sncr_supersonicracing
0x0418,bgm_w21_sbdx_senjyou
0x0419,bgm_w23_sbdx_hyakuninkumite
0x041a,bgm_w42_sbdx_rest
0x041b,bgm_w43_sbdx_opening
0x041c,bgm_w44_sbdx_targetwokowase
0x041d,bgm_w45_sbdx_tornament1
0x041e,bgm_w46_sbdx_tornament2
0x0420,bgm_w49_sbdx_opening
0x0422,bgm_y01_sbx_adv_map
0x0424,bgm_x09_sbx_tornament_entry
0x0425,bgm_x10_sbx_tornament_table
0x0426,bgm_x11_sbx_tornament_finish
0x0428,bgm_x15_sbx_rest
0x0429,bgm_x20_sealmeikan
0x042a,bgm_x21_coinshooter
0x042b,bgm_x23_stageedit
0x042c,bgm_x26_sbx_targetwokowase
0x042d,bgm_x27_sbx_staffroll
0x042e,bgm_y02_sbx_step_heichi
0x0430,bgm_y04_sbx_step_akuukan
0x0433,bgm_y15_sbx_step_akuukan_ver3
0x0434,bgm_z28_f_ptrainer
0x0435,bgm_sp06a_sp_nowornever_short
0x0436,bgm_sp08a_sp_imanuraneba_short
0x0437,bgm_sp27a_sp2_nowornever_short
0x0438,bgm_sp28a_sp2_imanuraneba_short
0x0439,bgm_rr09_xbd2_sentou
0x043a,bgm_rr10_xbd2_soredemomaeesusume
0x043b,bgm_rr11_xbd2_yukutewohabamumonotachi
0x043c,bgm_crs2_42_crazyhand
0x043d,bgm_crs2_43_masterhand_crazyhand
0x043f,bgm_crs2_45_adv_map_dark_subcommon
0x0440,bgm_crs2_46_adv_map_final_later
0x0441,bgm_crs2_00a_maintheme_jp
0x0442,bgm_crs2_00b_maintheme_en
0x0443,bgm_u20_smn_studiopolis_act1
0x0444,bgm_u21_sfo_fistbump
0x0445,bgm_u22_sfo_sunsetheight
0x0446,bgm_rr12_gm4_ringdongdang
0x0447,bgm_a02_smb_chika
0x0449,bgm_crs22_surechigaidairantou
0x044a,bgm_e02a_ild_athletic_spring_summer
0x044b,bgm_e02b_ild_athletic_autumn_winter
0x044c,bgm_h14_xy_miarecity
0x044f,bgm_a29a_ppm_medley_part1
0x0450,bgm_a29b_ppm_medley_part2
0x0451,bgm_a29c_ppm_medley_part3
0x0455,bgm_a27a_3dl_smb_theme_part1
0x0456,bgm_a27b_3dl_smb_theme_part2
0x0457,bgm_m09_miw_game_yokero
0x0458,bgm_m10_miw_game_fumareruna
0x0459,bgm_m11_miw_game_kawase
0x045a,bgm_m12_miw_game_nureruna
0x045b,bgm_m13_miw_game_tobe
0x045c,bgm_m15_miw_game_narase
0x045d,bgm_m16_miw_game_kudake
0x045e,bgm_m17_miw_game_ugokuna
0x045f,bgm_m18_miw_game_appeal
0x0460,bgm_f40_bdx_maintheme
0x0461,bgm_f41_sta_tomotokizunanotatakai2
0x0462,bgm_f42_kby_gb_medley
0x0463,bgm_crs2_47_maintheme_piano
0x0464,bgm_x01_sbx_maintheme
0x0465,bgm_crs2_48_adv_map_light_later
0x0466,bgm_sf37a_sf2_playerselect
0x0467,bgm_sf37b_sf2_playerselect
0x0468,bgm_mg14_msp_maintheme
0x0469,bgm_aa23_tnsac_mariotennistheme
0x046a,bgm_aa24_tnsac_stadiumtheme
0x046b,bgm_crs2_49_commonsilent_lp
0x046c,bgm_mh02_mh4_eiyuunoakashi
0x046d,bgm_rr13_dhb_kaitakuchinotatakai
0x046e,bgm_t25a_sb_shuuten_introcut
0x046f,bgm_a78_smo_jumpupsuperstar_full
0x0470,bgm_a80_smo_smbtheme_bandplay_full
0x0472,bgm_f14a_kby_gb_greengreens_scenelink
0x0473,bgm_z92_f_packun
0x0474,bgm_ps01_p3_mass_destruction
0x0475,bgm_ps02_p3_subetenohitono_tamashiinotatakai
0x0476,bgm_ps03_p4_reachout_to_thetruth
0x0477,bgm_ps04_p4_illface_myself
0x0478,bgm_ps05_p4_timeto_makehistory
0x0479,bgm_ps06_p5_wakeup_getup_getoutthere
0x047a,bgm_ps07_p5_lastsurprise
0x047b,bgm_ps08_p5_riversin_thedesert
0x047c,bgm_ps09_p5_ourbeginning
0x047d,bgm_ps10_p5_subetenohitono_tamashiinouta
0x047e,bgm_ps11_p5_beneath_themask
0x047f,bgm_z97a_f_jack_p5
0x0480,bgm_z97b_f_jack_p4
0x0481,bgm_z97c_f_jack_p3
0x0482,bgm_dq01_dq11_hirumanuyuuki
0x0483,bgm_dq02_dq11_yuushahayuku
0x0484,bgm_dq03_dq3_sentounotheme
0x0485,bgm_dq04_dq3_boukennotabi
0x0486,bgm_dq05_dq4_sentou
0x0487,bgm_dq06_dq4_bashanomarch
0x0488,bgm_dq07_dq8_otakebiwoagete
0x0489,bgm_dq08_dq8_daiheigennomarch
0x048b,bgm_z98_f_brave
0x048c,bgm_bk01_bk_kurukuruyamanofumoto
0x048d,bgm_z99_f_buddy
0x048e,bgm_gd01_gd2_kurikinton
0x048f,bgm_zz01_f_dolly
0x0490,bgm_bk02_bk_title
0x0491,bgm_bk03_bk_mumbomountain
0x0492,bgm_bk04_bk_otakarazakuzakubeach
0x0493,bgm_bk05_bk_frozunzunyama
0x0494,bgm_bk06_bk_gobivalleysabaku
0x0495,bgm_bk07_bk_madnightmansion
0x0496,bgm_bk08_bk2_vsklungo
0x0497,bgm_bk09_bk2_vsmrpatch
0x0498,bgm_bk10_bk2_vswoofakfakdaiou
0x0499,bgm_rr14_ut_megalovania
0x049a,bgm_crs2_08a_vs_victory_main
0x049b,bgm_gd02_gd2_kurikinton
0x049c,bgm_gd03_gd_halemakyocapoereha_tatakainouta
0x049d,bgm_gd04_gd_umihashitteiru
0x049e,bgm_gd05_gd2_pasta
0x049f,bgm_gd06_gd2_thainanbunitsutaetai_atarashiiuta
0x04a0,bgm_gd07_gd2_takuntokitap
0x04a1,bgm_gd08_gd2_seoulniikou
0x04a2,bgm_gd09_gd2_londonmarch
0x04a3,bgm_gd10_gd2_hatarakutougyushi
0x04a4,bgm_gd11_gdsp_duckdubdub
0x04a5,bgm_gd12_gdsp_geesenishouyu
0x04a6,bgm_gd13_gdsp_ryukonoken_ver230000000
0x04a7,bgm_gd14_gd3_bigshot
0x04a9,bgm_gd16_gdwa_11thstreet
0x04aa,bgm_gd17_kof94_ne
0x04ab,bgm_gd18_kof96_arashinosaxophone
0x04ad,bgm_gd20_kof99_ww3
0x04ae,bgm_gd21_kof99_176thstreet
0x04af,bgm_gd22_kof00_terry115
0x04b0,bgm_gd23_kofxi_streetdancer
0x04b1,bgm_gd24_kof02um_esaka
0x04b2,bgm_gd25_kof02um_desertrequiem
0x04b3,bgm_gd26_kof02um_kd0079plus
0x04b4,bgm_gd27_kof02um_undercover
0x04b5,bgm_gd28_kof02um_cuttingedge
0x04b6,bgm_gd29_kofxiii_thesecondjoker
0x04b7,bgm_gd30_kofxiii_esakacontinues
0x04b8,bgm_gd31_kofxiii_wildstreet
0x04b9,bgm_gd32_kofxiii_tameabadboy
0x04ba,bgm_gd33_kofxiii_kdd0063
0x04bb,bgm_gd34_kofxiv_yappariesaka
0x04bc,bgm_gd35_kofxiv_departure_from_southtown
0x04bd,bgm_gd36_kofiv_geesenishouyu_xivver
0x04be,bgm_gd37_kofxiv_ikari_xivver
0x04bf,bgm_gd38_kofxiv_neworder_xivver
0x04c0,bgm_gd39_aso_themeofsyd
0x04c1,bgm_gd40_atn_morinosekai
0x04c2,bgm_gd41_psy_psychosoldiertheme_jp
0x04c3,bgm_gd42_psy_psychosoldiertheme_en
0x04c4,bgm_gd43_ryk_artoffight
0x04c5,bgm_gd44_ssp_maguro
0x04c6,bgm_gd45_ssp_shizennoutage
0x04c7,bgm_gd46_ssp_daichi
0x04c8,bgm_gd47_kofxiv_kurikintonfu
0x04c9,bgm_gd48_mts1_maintheme
0x04ca,bgm_gd49_mts1_3_assaulttheme
0x04cb,bgm_gd50_mts2_judgment
0x04cc,bgm_gd51_mts3_soukainokiba
0x04cd,bgm_gd52_mts5_finalattack
0x04ce,bgm_j41a_fsg_maintheme_jp
0x04cf,bgm_j41b_fsg_maintheme_en
0x04d0,bgm_j42_fsg_fodlanogyoufu
0x04d1,bgm_rr15_chd_floralfury_rekkanogotoku
0x04d2,bgm_j43a_fsg_hraesvelgrnoshoujo_fuukasetsugetsu
0x04d3,bgm_j43b_fsg_theedgeofdawn_seasonsofwarfare
0x04d4,bgm_j44_fsg_tensakuryuusei
0x04d5,bgm_j45_fsg_yabounochihei
0x04d6,bgm_j46_fsg_jujishitachinosoukyuu
0x04d7,bgm_j47_fsg_tentochinokyoukai
0x04d8,bgm_j48_fsg_konosekainoitadakide
0x04d9,bgm_j49_fsg_majiwaranumichi
0x04da,bgm_zz02_f_master
0x04db,bgm_am01_am_armsgrandprixtheme
0x04dc,bgm_am02_am_ramenbowl_springstadium
0x04dd,bgm_am03_am_springstadium
0x04de,bgm_am04_am_ribbonring
0x04df,bgm_am05_am_ninjacollege
0x04e0,bgm_am06_am_mausoleum
0x04e1,bgm_am07_am_scrapyard
0x04e2,bgm_am08_am_cinemadeux
0x04e3,bgm_am09_am_busterbeach
0x04e4,bgm_am10_am_snakepark
0x04e5,bgm_am11_am_dnalab
0x04e6,bgm_am12_am_viadolce
0x04e7,bgm_am13_am_templegrounds
0x04e8,bgm_am14_am_sparringring
0x04e9,bgm_am15_am_nameredacted
0x04ea,bgm_am16_am_skyarena
0x04eb,bgm_am17_am_hedlok_battletheme
0x04ec,bgm_am18_am_hedlok_lastbattle
0x04ed,bgm_zz03_f_tantan
0x04f4,bgm_mc01_mc_glide
0x04f5,bgm_mc02_mc_toysonatear
0x04f6,bgm_mc03_mce_earth
0x04f7,bgm_mc04_mcd_halland_dalarna
0x04f8,bgm_mc05_mcd_thearchillager
0x04f9,bgm_zz04_f_pickel
0x04fa,bgm_mc06_mc_clockworkcrafter
0x04fb,bgm_mc07_mc_danceoftheblocks